Date,Type,Description,Value,USD
2019-03-31,GVA Current,Mining,1.078,69.05
2019-03-31,GVA Current,Manufacturing,7.452,69.05
2019-03-31,GVA Current,Electricity & Utilities,1.088,69.05
2019-03-31,GVA Current,Construction,3.618,69.05
2019-03-31,GVA Current,"Trade Hotal, Comm",8.747,69.05
2019-03-31,GVA Current,Financial Services,7.803,69.05
2019-03-31,GVA Current,Defense Etc,6.294,69.05
2019-03-31,GVA Current,GVA,43.981,69.05
2019-03-31,GVA Current,Net Taxes,4.024,69.05
2019-06-30,GDP Constant,PFCE,20.093,69.05
2019-06-30,GDP Constant,GFCE,3.78,69.05
2019-06-30,GDP Constant,GFCF,11.973,69.05
2019-06-30,GDP Constant,CIS,0.271,69.05
2019-06-30,GDP Constant,Valuables,0.439,69.05
2019-06-30,GDP Constant,Exports,7.032,69.05
2019-06-30,GDP Constant,Imports,-8.78,69.05
2019-06-30,GDP Constant,Discrepancies,0.681,69.05
2019-06-30,GDP Constant,GDP,35.49,69.05
2019-06-30,GDP Current,PFCE,29.197,69.05
2019-06-30,GDP Current,GFCE,5.47,69.05
2019-06-30,GDP Current,GFCF,15.01,69.05
2019-06-30,GDP Current,CIS,0.337,69.05
2019-06-30,GDP Current,Valuables,0.482,69.05
2019-06-30,GDP Current,Exports,9.307,69.05
2019-06-30,GDP Current,Imports,-11.174,69.05
2019-06-30,GDP Current,Discrepancies ,0.795,69.05
2019-06-30,GDP Current,GDP,49.425,69.05
2019-06-30,GVA Constant,Agriculture,4.487,69.05
2019-06-30,GVA Constant,Mining,0.827,69.05
2019-06-30,GVA Constant,Manufacturing,5.655,69.05
2019-06-30,GVA Constant,Electricity & Utilities,0.797,69.05
2019-06-30,GVA Constant,Construction,2.597,69.05
2019-06-30,GVA Constant,"Trade Hotal, Comm",6.623,69.05
2019-06-30,GVA Constant,Financial Services,7.969,69.05
2019-06-30,GVA Constant,Defense Etc,3.924,69.05
2019-06-30,GVA Constant,GVA,32.879,69.05
2019-06-30,GVA Constant,Net Taxes,2.611,69.05
2019-06-30,GVA Current,Agriculture,7.366,69.05
2019-06-30,GVA Current,Mining,0.946,69.05
2019-06-30,GVA Current,Manufacturing,6.78,69.05
2019-06-30,GVA Current,Electricity & Utilities,1.295,69.05
2019-06-30,GVA Current,Construction,3.505,69.05
2019-06-30,GVA Current,"Trade Hotal, Comm",8.523,69.05
2019-06-30,GVA Current,Financial Services,10.649,69.05
2019-06-30,GVA Current,Defense Etc,6.406,69.05
2019-06-30,GVA Current,GVA,45.471,69.05
2019-06-30,GVA Current,Net Taxes,3.954,69.05
2019-09-30,GDP Constant,PFCE,20.049,69.05
2019-09-30,GDP Constant,GFCE,4.184,69.05
2019-09-30,GDP Constant,GFCF,10.938,69.05
2019-09-30,GDP Constant,CIS,0.27,69.05
2019-09-30,GDP Constant,Valuables,0.442,69.05
2019-09-30,GDP Constant,Exports,7.052,69.05
2019-09-30,GDP Constant,Imports,-8.382,69.05
2019-09-30,GDP Constant,Discrepancies,0.909,69.05
2019-09-30,GDP Constant,GDP,35.462,69.05
2019-09-30,GDP Current,PFCE,29.497,69.05
2019-09-30,GDP Current,GFCE,6.167,69.05
2019-09-30,GDP Current,GFCF,13.599,69.05
2019-09-30,GDP Current,CIS,0.334,69.05
2019-09-30,GDP Current,Valuables,0.537,69.05
2019-09-30,GDP Current,Exports,9.273,69.05
2019-09-30,GDP Current,Imports,-10.604,69.05
2019-09-30,GDP Current,Discrepancies ,-0.186,69.05
2019-09-30,GDP Current,GDP,48.617,69.05
2019-09-30,GVA Constant,Agriculture,3.814,69.05
2019-09-30,GVA Constant,Mining,0.651,69.05
2019-09-30,GVA Constant,Manufacturing,5.628,69.05
2019-09-30,GVA Constant,Electricity & Utilities,0.775,69.05
2019-09-30,GVA Constant,Construction,2.408,69.05
2019-09-30,GVA Constant,"Trade Hotal, Comm",6.362,69.05
2019-09-30,GVA Constant,Financial Services,8.571,69.05
2019-09-30,GVA Constant,Defense Etc,4.357,69.05
2019-09-30,GVA Constant,GVA,32.565,69.05
2019-09-30,GVA Constant,Net Taxes,2.897,69.05
2019-09-30,GVA Current,Agriculture,6.405,69.05
2019-09-30,GVA Current,Mining,0.724,69.05
2019-09-30,GVA Current,Manufacturing,6.711,69.05
2019-09-30,GVA Current,Electricity & Utilities,1.27,69.05
2019-09-30,GVA Current,Construction,3.178,69.05
2019-09-30,GVA Current,"Trade Hotal, Comm",8.196,69.05
2019-09-30,GVA Current,Financial Services,11.457,69.05
2019-09-30,GVA Current,Defense Etc,6.761,69.05
2019-09-30,GVA Current,GVA,44.702,69.05
2019-09-30,GVA Current,Net Taxes,3.915,69.05
2019-12-31,GDP Constant,PFCE,21.571,69.05
2019-12-31,GDP Constant,GFCE,3.458,69.05
2019-12-31,GDP Constant,GFCF,11.35,69.05
2019-12-31,GDP Constant,CIS,0.261,69.05
2019-12-31,GDP Constant,Valuables,0.371,69.05
2019-12-31,GDP Constant,Exports,7.066,69.05
2019-12-31,GDP Constant,Imports,-8.072,69.05
2019-12-31,GDP Constant,Discrepancies,-0.008,69.05
2019-12-31,GDP Constant,GDP,35.997,69.05
2019-12-31,GDP Current,PFCE,32.34,69.05
2019-12-31,GDP Current,GFCE,5.213,69.05
2019-12-31,GDP Current,GFCF,13.991,69.05
2019-12-31,GDP Current,CIS,0.323,69.05
2019-12-31,GDP Current,Valuables,0.498,69.05
2019-12-31,GDP Current,Exports,9.638,69.05
2019-12-31,GDP Current,Imports,-10.662,69.05
2019-12-31,GDP Current,Discrepancies ,-0.036,69.05
2019-12-31,GDP Current,GDP,51.304,69.05
2019-12-31,GVA Constant,Agriculture,6.209,69.05
2019-12-31,GVA Constant,Mining,0.775,69.05
2019-12-31,GVA Constant,Manufacturing,5.447,69.05
2019-12-31,GVA Constant,Electricity & Utilities,0.705,69.05
2019-12-31,GVA Constant,Construction,2.577,69.05
2019-12-31,GVA Constant,"Trade Hotal, Comm",6.614,69.05
2019-12-31,GVA Constant,Financial Services,6.164,69.05
2019-12-31,GVA Constant,Defense Etc,4.485,69.05
2019-12-31,GVA Constant,GVA,32.975,69.05
2019-12-31,GVA Constant,Net Taxes,3.022,69.05
2019-12-31,GVA Current,Agriculture,10.855,69.05
2019-12-31,GVA Current,Mining,0.86,69.05
2019-12-31,GVA Current,Manufacturing,6.493,69.05
2019-12-31,GVA Current,Electricity & Utilities,1.186,69.05
2019-12-31,GVA Current,Construction,3.351,69.05
2019-12-31,GVA Current,"Trade Hotal, Comm",8.601,69.05
2019-12-31,GVA Current,Financial Services,8.288,69.05
2019-12-31,GVA Current,Defense Etc,6.954,69.05
2019-12-31,GVA Current,GVA,46.588,69.05
2019-12-31,GVA Current,Net Taxes,4.716,69.05
2020-03-31,GDP Constant,PFCE,20.884,69.05
2020-03-31,GDP Constant,GFCE,3.422,69.05
2020-03-31,GDP Constant,GFCF,11.849,69.05
2020-03-31,GDP Constant,CIS,0.282,69.05
2020-03-31,GDP Constant,Valuables,0.393,69.05
2020-03-31,GDP Constant,Exports,6.986,69.05
2020-03-31,GDP Constant,Imports,-7.983,69.05
2020-03-31,GDP Constant,Discrepancies,2.379,69.05
2020-03-31,GDP Constant,GDP,38.211,69.05
2020-03-31,GDP Current,PFCE,31.337,69.05
2020-03-31,GDP Current,GFCE,5.159,69.05
2020-03-31,GDP Current,GFCF,14.776,69.05
2020-03-31,GDP Current,CIS,0.351,69.05
2020-03-31,GDP Current,Valuables,0.43,69.05
2020-03-31,GDP Current,Exports,9.304,69.05
2020-03-31,GDP Current,Imports,-10.262,69.05
2020-03-31,GDP Current,Discrepancies ,0.307,69.05
2020-03-31,GDP Current,GDP,51.403,69.05
2020-03-31,GVA Constant,Agriculture,5.313,69.05
2020-03-31,GVA Constant,Mining,0.965,69.05
2020-03-31,GVA Constant,Manufacturing,5.883,69.05
2020-03-31,GVA Constant,Electricity & Utilities,0.729,69.05
2020-03-31,GVA Constant,Construction,2.805,69.05
2020-03-31,GVA Constant,"Trade Hotal, Comm",7.299,69.05
2020-03-31,GVA Constant,Financial Services,6.271,69.05
2020-03-31,GVA Constant,Defense Etc,4.511,69.05
2020-03-31,GVA Constant,GVA,33.776,69.05
2020-03-31,GVA Constant,Net Taxes,4.435,69.05
2020-03-31,GVA Current,Agriculture,8.957,69.05
2020-03-31,GVA Current,Mining,1.055,69.05
2020-03-31,GVA Current,Manufacturing,7.064,69.05
2020-03-31,GVA Current,Electricity & Utilities,1.265,69.05
2020-03-31,GVA Current,Construction,3.693,69.05
2020-03-31,GVA Current,"Trade Hotal, Comm",9.464,69.05
2020-03-31,GVA Current,Financial Services,8.4,69.05
2020-03-31,GVA Current,Defense Etc,6.892,69.05
2020-03-31,GVA Current,GVA,46.791,69.05
2020-03-31,GVA Current,Net Taxes,4.612,69.05
2020-06-30,GDP Constant,PFCE,15.489,76.11
2020-06-30,GDP Constant,GFCE,4.127,76.11
2020-06-30,GDP Constant,GFCF,6.693,76.11
2020-06-30,GDP Constant,CIS,0.027,76.11
2020-06-30,GDP Constant,Valuables,0.038,76.11
2020-06-30,GDP Constant,Exports,5.238,76.11
2020-06-30,GDP Constant,Imports,-5.177,76.11
2020-06-30,GDP Constant,Discrepancies,0.805,76.11
2020-06-30,GDP Constant,GDP,27.24,76.11
2020-06-30,GDP Current,PFCE,23.456,76.11
2020-06-30,GDP Current,GFCE,6.24,76.11
2020-06-30,GDP Current,GFCF,8.146,76.11
2020-06-30,GDP Current,CIS,0.044,76.11
2020-06-30,GDP Current,Valuables,0.045,76.11
2020-06-30,GDP Current,Exports,7.499,76.11
2020-06-30,GDP Current,Imports,-6.729,76.11
2020-06-30,GDP Current,Discrepancies ,0.11,76.11
2020-06-30,GDP Current,GDP,38.81,76.11
2020-06-30,GVA Constant,Agriculture,4.689,76.11
2020-06-30,GVA Constant,Mining,0.674,76.11
2020-06-30,GVA Constant,Manufacturing,3.967,76.11
2020-06-30,GVA Constant,Electricity & Utilities,0.674,76.11
2020-06-30,GVA Constant,Construction,1.347,76.11
2020-06-30,GVA Constant,"Trade Hotal, Comm",3.345,76.11
2020-06-30,GVA Constant,Financial Services,7.897,76.11
2020-06-30,GVA Constant,Defense Etc,3.405,76.11
2020-06-30,GVA Constant,GVA,25.999,76.11
2020-06-30,GVA Constant,Net Taxes,1.242,76.11
2020-06-30,GVA Current,Agriculture,8.02,76.11
2020-06-30,GVA Current,Mining,0.64,76.11
2020-06-30,GVA Current,Manufacturing,4.642,76.11
2020-06-30,GVA Current,Electricity & Utilities,1.141,76.11
2020-06-30,GVA Current,Construction,1.751,76.11
2020-06-30,GVA Current,"Trade Hotal, Comm",4.279,76.11
2020-06-30,GVA Current,Financial Services,10.394,76.11
2020-06-30,GVA Current,Defense Etc,5.928,76.11
2020-06-30,GVA Current,GVA,36.794,76.11
2020-06-30,GVA Current,Net Taxes,2.016,76.11
2020-09-30,GDP Constant,PFCE,18.575,76.11
2020-09-30,GDP Constant,GFCE,3.101,76.11
2020-09-30,GDP Constant,GFCF,10.76,76.11
2020-09-30,GDP Constant,CIS,0.042,76.11
2020-09-30,GDP Constant,Valuables,0.524,76.11
2020-09-30,GDP Constant,Exports,6.609,76.11
2020-09-30,GDP Constant,Imports,-6.897,76.11
2020-09-30,GDP Constant,Discrepancies,0.755,76.11
2020-09-30,GDP Constant,GDP,33.467,76.11
2020-09-30,GDP Current,PFCE,28.751,76.11
2020-09-30,GDP Current,GFCE,4.817,76.11
2020-09-30,GDP Current,GFCF,13.23,76.11
2020-09-30,GDP Current,CIS,0.068,76.11
2020-09-30,GDP Current,Valuables,0.69,76.11
2020-09-30,GDP Current,Exports,9.296,76.11
2020-09-30,GDP Current,Imports,-8.79,76.11
2020-09-30,GDP Current,Discrepancies ,-0.734,76.11
2020-09-30,GDP Current,GDP,47.329,76.11
2020-09-30,GVA Constant,Agriculture,4.003,76.11
2020-09-30,GVA Constant,Mining,0.586,76.11
2020-09-30,GVA Constant,Manufacturing,6.13,76.11
2020-09-30,GVA Constant,Electricity & Utilities,0.745,76.11
2020-09-30,GVA Constant,Construction,2.3,76.11
2020-09-30,GVA Constant,"Trade Hotal, Comm",5.191,76.11
2020-09-30,GVA Constant,Financial Services,8.14,76.11
2020-09-30,GVA Constant,Defense Etc,3.834,76.11
2020-09-30,GVA Constant,GVA,30.928,76.11
2020-09-30,GVA Constant,Net Taxes,2.539,76.11
2020-09-30,GVA Current,Agriculture,7.139,76.11
2020-09-30,GVA Current,Mining,0.623,76.11
2020-09-30,GVA Current,Manufacturing,7.227,76.11
2020-09-30,GVA Current,Electricity & Utilities,1.222,76.11
2020-09-30,GVA Current,Construction,3.003,76.11
2020-09-30,GVA Current,"Trade Hotal, Comm",6.776,76.11
2020-09-30,GVA Current,Financial Services,10.905,76.11
2020-09-30,GVA Current,Defense Etc,6.244,76.11
2020-09-30,GVA Current,GVA,43.138,76.11
2020-09-30,GVA Current,Net Taxes,4.191,76.11
2020-12-31,GDP Constant,PFCE,21.889,76.11
2020-12-31,GDP Constant,GFCE,3.313,76.11
2020-12-31,GDP Constant,GFCF,11.648,76.11
2020-12-31,GDP Constant,CIS,0.042,76.11
2020-12-31,GDP Constant,Valuables,0.509,76.11
2020-12-31,GDP Constant,Exports,6.464,76.11
2020-12-31,GDP Constant,Imports,-7.665,76.11
2020-12-31,GDP Constant,Discrepancies,0.406,76.11
2020-12-31,GDP Constant,GDP,36.606,76.11
2020-12-31,GDP Current,PFCE,34.759,76.11
2020-12-31,GDP Current,GFCE,5.26,76.11
2020-12-31,GDP Current,GFCF,14.746,76.11
2020-12-31,GDP Current,CIS,0.069,76.11
2020-12-31,GDP Current,Valuables,0.664,76.11
2020-12-31,GDP Current,Exports,9.598,76.11
2020-12-31,GDP Current,Imports,-10.385,76.11
2020-12-31,GDP Current,Discrepancies ,-0.132,76.11
2020-12-31,GDP Current,GDP,54.579,76.11
2020-12-31,GVA Constant,Agriculture,6.539,76.11
2020-12-31,GVA Constant,Mining,0.72,76.11
2020-12-31,GVA Constant,Manufacturing,6.137,76.11
2020-12-31,GVA Constant,Electricity & Utilities,0.711,76.11
2020-12-31,GVA Constant,Construction,2.806,76.11
2020-12-31,GVA Constant,"Trade Hotal, Comm",5.983,76.11
2020-12-31,GVA Constant,Financial Services,6.762,76.11
2020-12-31,GVA Constant,Defense Etc,4.267,76.11
2020-12-31,GVA Constant,GVA,33.925,76.11
2020-12-31,GVA Constant,Net Taxes,2.68,76.11
2020-12-31,GVA Current,Agriculture,12.068,76.11
2020-12-31,GVA Current,Mining,0.764,76.11
2020-12-31,GVA Current,Manufacturing,7.378,76.11
2020-12-31,GVA Current,Electricity & Utilities,1.277,76.11
2020-12-31,GVA Current,Construction,3.784,76.11
2020-12-31,GVA Current,"Trade Hotal, Comm",7.976,76.11
2020-12-31,GVA Current,Financial Services,9.411,76.11
2020-12-31,GVA Current,Defense Etc,6.903,76.11
2020-12-31,GVA Current,GVA,49.56,76.11
2020-12-31,GVA Current,Net Taxes,5.019,76.11
2021-03-31,GDP Constant,PFCE,22.293,76.11
2021-03-31,GDP Constant,GFCE,4.242,76.11
2021-03-31,GDP Constant,GFCF,13.455,76.11
2021-03-31,GDP Constant,CIS,0.048,76.11
2021-03-31,GDP Constant,Valuables,1.009,76.11
2021-03-31,GDP Constant,Exports,7.258,76.11
2021-03-31,GDP Constant,Imports,-8.937,76.11
2021-03-31,GDP Constant,Discrepancies,0.19,76.11
2021-03-31,GDP Constant,GDP,39.558,76.11
2021-03-31,GDP Current,PFCE,34.535,76.11
2021-03-31,GDP Current,GFCE,6.712,76.11
2021-03-31,GDP Current,GFCF,17.915,76.11
2021-03-31,GDP Current,CIS,0.082,76.11
2021-03-31,GDP Current,Valuables,1.316,76.11
2021-03-31,GDP Current,Exports,10.7,76.11
2021-03-31,GDP Current,Imports,-11.97,76.11
2021-03-31,GDP Current,Discrepancies ,-1.709,76.11
2021-03-31,GDP Current,GDP,57.581,76.11
2021-03-31,GVA Constant,Agriculture,5.532,76.11
2021-03-31,GVA Constant,Mining,0.919,76.11
2021-03-31,GVA Constant,Manufacturing,7.021,76.11
2021-03-31,GVA Constant,Electricity & Utilities,0.748,76.11
2021-03-31,GVA Constant,Construction,3.383,76.11
2021-03-31,GVA Constant,"Trade Hotal, Comm",7.076,76.11
2021-03-31,GVA Constant,Financial Services,6.79,76.11
2021-03-31,GVA Constant,Defense Etc,4.495,76.11
2021-03-31,GVA Constant,GVA,35.962,76.11
2021-03-31,GVA Constant,Net Taxes,3.596,76.11
2021-03-31,GVA Current,Agriculture,9.728,76.11
2021-03-31,GVA Current,Mining,1.136,76.11
2021-03-31,GVA Current,Manufacturing,8.762,76.11
2021-03-31,GVA Current,Electricity & Utilities,1.369,76.11
2021-03-31,GVA Current,Construction,4.898,76.11
2021-03-31,GVA Current,"Trade Hotal, Comm",9.676,76.11
2021-03-31,GVA Current,Financial Services,9.657,76.11
2021-03-31,GVA Current,Defense Etc,7.171,76.11
2021-03-31,GVA Current,GVA,52.396,76.11
2021-03-31,GVA Current,Net Taxes,5.185,76.11
2021-06-30,GDP Constant,PFCE,18.221,76.11
2021-06-30,GDP Constant,GFCE,4.038,76.11
2021-06-30,GDP Constant,GFCF,10.778,76.11
2021-06-30,GDP Constant,CIS,0.289,76.11
2021-06-30,GDP Constant,Valuables,0.22,76.11
2021-06-30,GDP Constant,Exports,7.65,76.11
2021-06-30,GDP Constant,Imports,-7.494,76.11
2021-06-30,GDP Constant,Discrepancies,-0.593,76.11
2021-06-30,GDP Constant,GDP,33.11,76.11
2021-06-30,GDP Current,PFCE,29.354,76.11
2021-06-30,GDP Current,GFCE,6.512,76.11
2021-06-30,GDP Current,GFCF,14.415,76.11
2021-06-30,GDP Current,CIS,0.369,76.11
2021-06-30,GDP Current,Valuables,0.301,76.11
2021-06-30,GDP Current,Exports,11.231,76.11
2021-06-30,GDP Current,Imports,-11.615,76.11
2021-06-30,GDP Current,Discrepancies ,0.672,76.11
2021-06-30,GDP Current,GDP,51.238,76.11
2021-06-30,GVA Constant,Agriculture,4.85,76.11
2021-06-30,GVA Constant,Mining,0.756,76.11
2021-06-30,GVA Constant,Manufacturing,6.01,76.11
2021-06-30,GVA Constant,Electricity & Utilities,0.784,76.11
2021-06-30,GVA Constant,Construction,2.384,76.11
2021-06-30,GVA Constant,"Trade Hotal, Comm",4.731,76.11
2021-06-30,GVA Constant,Financial Services,8.122,76.11
2021-06-30,GVA Constant,Defense Etc,3.626,76.11
2021-06-30,GVA Constant,GVA,31.263,76.11
2021-06-30,GVA Constant,Net Taxes,1.848,76.11
2021-06-30,GVA Current,Agriculture,8.728,76.11
2021-06-30,GVA Current,Mining,0.91,76.11
2021-06-30,GVA Current,Manufacturing,7.662,76.11
2021-06-30,GVA Current,Electricity & Utilities,1.233,76.11
2021-06-30,GVA Current,Construction,3.51,76.11
2021-06-30,GVA Current,"Trade Hotal, Comm",6.62,76.11
2021-06-30,GVA Current,Financial Services,11.685,76.11
2021-06-30,GVA Current,Defense Etc,6.587,76.11
2021-06-30,GVA Current,GVA,46.936,76.11
2021-06-30,GVA Current,Net Taxes,4.303,76.11
2021-09-30,GDP Constant,PFCE,21.218,76.11
2021-09-30,GDP Constant,GFCE,3.465,76.11
2021-09-30,GDP Constant,GFCF,12.096,76.11
2021-09-30,GDP Constant,CIS,0.314,76.11
2021-09-30,GDP Constant,Valuables,1.344,76.11
2021-09-30,GDP Constant,Exports,8.267,76.11
2021-09-30,GDP Constant,Imports,-8.73,76.11
2021-09-30,GDP Constant,Discrepancies,-1.458,76.11
2021-09-30,GDP Constant,GDP,36.517,76.11
2021-09-30,GDP Current,PFCE,34.298,76.11
2021-09-30,GDP Current,GFCE,5.716,76.11
2021-09-30,GDP Current,GFCF,16.421,76.11
2021-09-30,GDP Current,CIS,0.407,76.11
2021-09-30,GDP Current,Valuables,1.801,76.11
2021-09-30,GDP Current,Exports,12.199,76.11
2021-09-30,GDP Current,Imports,-13.619,76.11
2021-09-30,GDP Current,Discrepancies ,-1.185,76.11
2021-09-30,GDP Current,GDP,56.038,76.11
2021-09-30,GVA Constant,Agriculture,4.197,76.11
2021-09-30,GVA Constant,Mining,0.649,76.11
2021-09-30,GVA Constant,Manufacturing,6.531,76.11
2021-09-30,GVA Constant,Electricity & Utilities,0.825,76.11
2021-09-30,GVA Constant,Construction,2.548,76.11
2021-09-30,GVA Constant,"Trade Hotal, Comm",5.872,76.11
2021-09-30,GVA Constant,Financial Services,8.713,76.11
2021-09-30,GVA Constant,Defense Etc,4.478,76.11
2021-09-30,GVA Constant,GVA,33.813,76.11
2021-09-30,GVA Constant,Net Taxes,2.703,76.11
2021-09-30,GVA Current,Agriculture,7.713,76.11
2021-09-30,GVA Current,Mining,0.837,76.11
2021-09-30,GVA Current,Manufacturing,8.465,76.11
2021-09-30,GVA Current,Electricity & Utilities,1.324,76.11
2021-09-30,GVA Current,Construction,3.826,76.11
2021-09-30,GVA Current,"Trade Hotal, Comm",8.39,76.11
2021-09-30,GVA Current,Financial Services,12.724,76.11
2021-09-30,GVA Current,Defense Etc,7.669,76.11
2021-09-30,GVA Current,GVA,50.95,76.11
2021-09-30,GVA Current,Net Taxes,5.089,76.11
2021-12-31,GDP Constant,PFCE,24.261,76.11
2021-12-31,GDP Constant,GFCE,3.506,76.11
2021-12-31,GDP Constant,GFCF,11.792,76.11
2021-12-31,GDP Constant,CIS,0.299,76.11
2021-12-31,GDP Constant,Valuables,0.736,76.11
2021-12-31,GDP Constant,Exports,8.259,76.11
2021-12-31,GDP Constant,Imports,-9.172,76.11
2021-12-31,GDP Constant,Discrepancies,-1.174,76.11
2021-12-31,GDP Constant,GDP,38.508,76.11
2021-12-31,GDP Current,PFCE,40.593,76.11
2021-12-31,GDP Current,GFCE,5.943,76.11
2021-12-31,GDP Current,GFCF,16.588,76.11
2021-12-31,GDP Current,CIS,0.397,76.11
2021-12-31,GDP Current,Valuables,1.002,76.11
2021-12-31,GDP Current,Exports,13.061,76.11
2021-12-31,GDP Current,Imports,-15.466,76.11
2021-12-31,GDP Current,Discrepancies ,0.268,76.11
2021-12-31,GDP Current,GDP,62.386,76.11
2021-12-31,GVA Constant,Agriculture,6.688,76.11
2021-12-31,GVA Constant,Mining,0.759,76.11
2021-12-31,GVA Constant,Manufacturing,6.219,76.11
2021-12-31,GVA Constant,Electricity & Utilities,0.753,76.11
2021-12-31,GVA Constant,Construction,2.813,76.11
2021-12-31,GVA Constant,"Trade Hotal, Comm",6.532,76.11
2021-12-31,GVA Constant,Financial Services,7.05,76.11
2021-12-31,GVA Constant,Defense Etc,4.719,76.11
2021-12-31,GVA Constant,GVA,35.535,76.11
2021-12-31,GVA Constant,Net Taxes,2.973,76.11
2021-12-31,GVA Current,Agriculture,13.089,76.11
2021-12-31,GVA Current,Mining,1.084,76.11
2021-12-31,GVA Current,Manufacturing,8.252,76.11
2021-12-31,GVA Current,Electricity & Utilities,1.444,76.11
2021-12-31,GVA Current,Construction,4.365,76.11
2021-12-31,GVA Current,"Trade Hotal, Comm",9.736,76.11
2021-12-31,GVA Current,Financial Services,10.732,76.11
2021-12-31,GVA Current,Defense Etc,8.064,76.11
2021-12-31,GVA Current,GVA,56.767,76.11
2021-12-31,GVA Current,Net Taxes,5.619,76.11
2022-03-31,GDP Constant,PFCE,23.335,76.11
2022-03-31,GDP Constant,GFCE,4.744,76.11
2022-03-31,GDP Constant,GFCF,14.121,76.11
2022-03-31,GDP Constant,CIS,0.34,76.11
2022-03-31,GDP Constant,Valuables,0.488,76.11
2022-03-31,GDP Constant,Exports,8.881,76.11
2022-03-31,GDP Constant,Imports,-9.537,76.11
2022-03-31,GDP Constant,Discrepancies,-1.248,76.11
2022-03-31,GDP Constant,GDP,41.124,76.11
2022-03-31,GDP Current,PFCE,39.198,76.11
2022-03-31,GDP Current,GFCE,8.083,76.11
2022-03-31,GDP Current,GFCF,20.44,76.11
2022-03-31,GDP Current,CIS,0.461,76.11
2022-03-31,GDP Current,Valuables,0.688,76.11
2022-03-31,GDP Current,Exports,14.005,76.11
2022-03-31,GDP Current,Imports,-15.99,76.11
2022-03-31,GDP Current,Discrepancies ,-1.837,76.11
2022-03-31,GDP Current,GDP,65.048,76.11
2022-03-31,GVA Constant,Agriculture,5.756,76.11
2022-03-31,GVA Constant,Mining,0.94,76.11
2022-03-31,GVA Constant,Manufacturing,7.064,76.11
2022-03-31,GVA Constant,Electricity & Utilities,0.798,76.11
2022-03-31,GVA Constant,Construction,3.549,76.11
2022-03-31,GVA Constant,"Trade Hotal, Comm",7.429,76.11
2022-03-31,GVA Constant,Financial Services,7.103,76.11
2022-03-31,GVA Constant,Defense Etc,4.729,76.11
2022-03-31,GVA Constant,GVA,37.369,76.11
2022-03-31,GVA Constant,Net Taxes,3.754,76.11
2022-03-31,GVA Current,Agriculture,11.136,76.11
2022-03-31,GVA Current,Mining,1.462,76.11
2022-03-31,GVA Current,Manufacturing,9.588,76.11
2022-03-31,GVA Current,Electricity & Utilities,1.555,76.11
2022-03-31,GVA Current,Construction,5.674,76.11
2022-03-31,GVA Current,"Trade Hotal, Comm",11.374,76.11
2022-03-31,GVA Current,Financial Services,10.982,76.11
2022-03-31,GVA Current,Defense Etc,7.967,76.11
2022-03-31,GVA Current,GVA,59.737,76.11
2022-03-31,GVA Current,Net Taxes,5.311,76.11
2022-06-30,GDP Constant,PFCE,21.824,78.94
2022-06-30,GDP Constant,GFCE,4.112,78.94
2022-06-30,GDP Constant,GFCF,12.976,78.94
2022-06-30,GDP Constant,CIS,0.31,78.94
2022-06-30,GDP Constant,Valuables,0.35,78.94
2022-06-30,GDP Constant,Exports,9.151,78.94
2022-06-30,GDP Constant,Imports,-10.016,78.94
2022-06-30,GDP Constant,Discrepancies,-1.265,78.94
2022-06-30,GDP Constant,GDP,37.443,78.94
2022-06-30,GDP Current,PFCE,38.7,78.94
2022-06-30,GDP Current,GFCE,7.255,78.94
2022-06-30,GDP Current,GFCF,19.018,78.94
2022-06-30,GDP Current,CIS,0.449,78.94
2022-06-30,GDP Current,Valuables,0.498,78.94
2022-06-30,GDP Current,Exports,15.211,78.94
2022-06-30,GDP Current,Imports,-17.695,78.94
2022-06-30,GDP Current,Discrepancies ,1.983,78.94
2022-06-30,GDP Current,GDP,65.419,78.94
2022-06-30,GVA Constant,Agriculture,4.965,78.94
2022-06-30,GVA Constant,Mining,0.828,78.94
2022-06-30,GVA Constant,Manufacturing,6.375,78.94
2022-06-30,GVA Constant,Electricity & Utilities,0.901,78.94
2022-06-30,GVA Constant,Construction,2.766,78.94
2022-06-30,GVA Constant,"Trade Hotal, Comm",5.948,78.94
2022-06-30,GVA Constant,Financial Services,8.816,78.94
2022-06-30,GVA Constant,Defense Etc,4.398,78.94
2022-06-30,GVA Constant,GVA,34.998,78.94
2022-06-30,GVA Constant,Net Taxes,2.444,78.94
2022-06-30,GVA Current,Agriculture,10.151,78.94
2022-06-30,GVA Current,Mining,1.547,78.94
2022-06-30,GVA Current,Manufacturing,8.983,78.94
2022-06-30,GVA Current,Electricity & Utilities,1.729,78.94
2022-06-30,GVA Current,Construction,4.657,78.94
2022-06-30,GVA Current,"Trade Hotal, Comm",9.545,78.94
2022-06-30,GVA Current,Financial Services,14.045,78.94
2022-06-30,GVA Current,Defense Etc,8.439,78.94
2022-06-30,GVA Current,GVA,59.096,78.94
2022-06-30,GVA Current,Net Taxes,6.323,78.94
2022-09-30,GDP Constant,PFCE,22.981,81.55
2022-09-30,GDP Constant,GFCE,3.324,81.55
2022-09-30,GDP Constant,GFCF,13.256,81.55
2022-09-30,GDP Constant,CIS,0.306,81.55
2022-09-30,GDP Constant,Valuables,1.082,81.55
2022-09-30,GDP Constant,Exports,9.279,81.55
