Date,TxType,Value
2023-09-24,AePS-Val,19.76
2023-09-25,AePS-Val,21.95
2023-09-26,AePS-Val,20.62
2023-09-27,AePS-Val,20.13
2023-09-28,AePS-Val,19.78
2023-09-29,AePS-Val,20.72
2023-09-30,AePS-Val,20.2
2023-10-01,AePS-Val,11.7
2023-10-02,AePS-Val,13.83
2023-10-03,AePS-Val,13.62
2023-10-04,AePS-Val,13.82
2023-10-05,AePS-Val,14.06
2023-10-06,AePS-Val,13.9
2023-10-07,AePS-Val,13.46
2023-10-08,AePS-Val,13.89
2023-10-09,AePS-Val,16.4
2023-10-10,AePS-Val,16.76
2023-10-11,AePS-Val,17.13
2023-10-12,AePS-Val,17.21
2023-10-13,AePS-Val,18.54
2023-10-14,AePS-Val,18.82
2023-10-15,AePS-Val,16.7
2023-10-16,AePS-Val,18.23
2023-10-17,AePS-Val,20.09
2023-10-18,AePS-Val,20.4
2023-10-19,AePS-Val,20.0
2023-10-20,AePS-Val,21.38
2023-10-21,AePS-Val,22.04
2023-10-22,AePS-Val,19.39
2023-10-23,AePS-Val,18.92
2023-10-24,AePS-Val,17.45
2023-10-25,AePS-Val,17.6
2023-10-26,AePS-Val,19.09
2023-10-27,AePS-Val,19.79
2023-10-28,AePS-Val,20.94
2023-10-29,AePS-Val,18.41
2023-10-30,AePS-Val,21.6
2023-10-31,AePS-Val,20.22
2023-11-01,AePS-Val,13.22
2023-11-02,AePS-Val,14.36
2023-11-03,AePS-Val,14.08
2023-11-04,AePS-Val,13.9
2023-11-05,AePS-Val,12.2
2023-11-06,AePS-Val,14.2
2023-11-07,AePS-Val,16.29
2023-11-08,AePS-Val,19.5
2023-11-09,AePS-Val,22.56
2023-11-10,AePS-Val,28.86
2023-11-11,AePS-Val,33.82
2023-11-12,AePS-Val,23.58
2023-11-13,AePS-Val,18.1
2023-11-14,AePS-Val,19.95
2023-11-15,AePS-Val,21.57
2023-11-16,AePS-Val,24.9
2023-11-17,AePS-Val,21.85
2023-11-18,AePS-Val,25.55
2023-11-19,AePS-Val,17.83
2023-11-20,AePS-Val,19.94
2023-11-21,AePS-Val,20.67
2023-11-22,AePS-Val,19.13
2023-11-23,AePS-Val,21.04
2023-11-24,AePS-Val,20.15
2023-11-25,AePS-Val,22.91
2023-11-26,AePS-Val,20.92
2023-11-27,AePS-Val,22.16
2023-11-28,AePS-Val,21.06
2023-11-29,AePS-Val,22.45
2023-11-30,AePS-Val,21.58
2023-12-01,AePS-Val,14.85
2020-06-01,UPI-Vol,476.97
2020-06-02,UPI-Vol,476.78
2020-06-03,UPI-Vol,456.26
2020-06-04,UPI-Vol,463.05
2020-06-05,UPI-Vol,464.79
2020-06-06,UPI-Vol,458.65
2020-06-07,UPI-Vol,427.26
2020-06-08,UPI-Vol,469.99
2020-06-09,UPI-Vol,466.98
2020-06-10,UPI-Vol,461.58
2020-06-11,UPI-Vol,449.65
2020-06-12,UPI-Vol,453.43
2020-06-13,UPI-Vol,289.0
2020-06-14,UPI-Vol,435.87
2020-06-15,UPI-Vol,463.91
2020-06-16,UPI-Vol,469.24
2020-06-17,UPI-Vol,446.58
2020-06-18,UPI-Vol,433.32
2020-06-19,UPI-Vol,440.29
2020-06-20,UPI-Vol,437.75
2020-06-21,UPI-Vol,356.53
2020-06-22,UPI-Vol,459.55
2020-06-23,UPI-Vol,452.99
2020-06-24,UPI-Vol,477.54
2020-06-25,UPI-Vol,456.49
2020-06-26,UPI-Vol,455.45
2020-06-27,UPI-Vol,436.26
2020-06-28,UPI-Vol,397.91
2020-06-29,UPI-Vol,430.17
2020-06-30,UPI-Vol,505.09
2020-07-01,UPI-Vol,515.18
2020-07-02,UPI-Vol,481.96
2020-07-03,UPI-Vol,507.41
2020-07-04,UPI-Vol,498.77
2020-07-05,UPI-Vol,432.52
2020-07-06,UPI-Vol,503.34
2020-07-07,UPI-Vol,496.02
2020-07-08,UPI-Vol,509.11
2020-07-09,UPI-Vol,485.14
2020-07-10,UPI-Vol,451.5
2020-07-11,UPI-Vol,500.95
2020-07-12,UPI-Vol,434.05
2020-07-13,UPI-Vol,518.52
2020-07-14,UPI-Vol,519.6
2020-07-15,UPI-Vol,499.18
2020-07-16,UPI-Vol,479.81
2020-07-17,UPI-Vol,472.6
2020-07-18,UPI-Vol,462.3
2020-07-19,UPI-Vol,410.87
2020-07-20,UPI-Vol,461.25
2020-07-21,UPI-Vol,437.49
2020-07-22,UPI-Vol,496.81
2020-07-23,UPI-Vol,470.34
2020-07-24,UPI-Vol,483.32
2020-07-25,UPI-Vol,466.6
2020-07-26,UPI-Vol,414.17
2020-07-27,UPI-Vol,501.87
2020-07-28,UPI-Vol,497.54
2020-07-29,UPI-Vol,488.78
2020-07-30,UPI-Vol,525.93
2020-07-31,UPI-Vol,550.61
2020-08-01,UPI-Vol,554.43
2020-08-02,UPI-Vol,501.86
2020-08-03,UPI-Vol,508.98
2020-08-04,UPI-Vol,526.55
2020-08-05,UPI-Vol,492.26
2020-08-06,UPI-Vol,459.74
2020-08-07,UPI-Vol,504.21
2020-08-08,UPI-Vol,538.93
2020-08-09,UPI-Vol,440.12
2020-08-10,UPI-Vol,511.87
2020-08-11,UPI-Vol,578.27
2020-08-12,UPI-Vol,558.47
2020-08-13,UPI-Vol,539.19
2020-08-14,UPI-Vol,539.34
2020-08-15,UPI-Vol,489.26
2020-08-16,UPI-Vol,460.73
2020-08-17,UPI-Vol,491.93
2020-08-18,UPI-Vol,492.12
2020-08-19,UPI-Vol,543.21
2020-08-20,UPI-Vol,556.27
2020-08-21,UPI-Vol,548.43
2020-08-22,UPI-Vol,498.88
2020-08-23,UPI-Vol,468.13
2020-08-24,UPI-Vol,551.02
2020-08-25,UPI-Vol,561.84
2020-08-26,UPI-Vol,552.49
2020-08-27,UPI-Vol,544.74
2020-08-28,UPI-Vol,549.31
2020-08-29,UPI-Vol,545.21
2020-08-30,UPI-Vol,493.79
2020-08-31,UPI-Vol,586.69
2020-09-01,UPI-Vol,651.97
2020-09-02,UPI-Vol,638.42
2020-09-03,UPI-Vol,625.8
2020-09-04,UPI-Vol,621.85
2020-09-05,UPI-Vol,624.89
2020-09-06,UPI-Vol,567.97
2020-09-07,UPI-Vol,634.74
2020-09-08,UPI-Vol,662.23
2020-09-09,UPI-Vol,571.75
2020-09-10,UPI-Vol,646.68
2020-09-11,UPI-Vol,624.04
2020-09-12,UPI-Vol,609.7
2020-09-13,UPI-Vol,474.74
2020-09-14,UPI-Vol,631.44
2020-09-15,UPI-Vol,623.6
2020-09-16,UPI-Vol,628.73
2020-09-17,UPI-Vol,402.75
2020-09-18,UPI-Vol,637.88
2020-09-19,UPI-Vol,614.3
2020-09-20,UPI-Vol,454.37
2020-09-21,UPI-Vol,636.98
2020-09-22,UPI-Vol,622.35
2020-09-23,UPI-Vol,607.23
2020-09-24,UPI-Vol,601.18
2020-09-25,UPI-Vol,604.82
2020-09-26,UPI-Vol,501.38
2020-09-27,UPI-Vol,592.81
2020-09-28,UPI-Vol,631.77
2020-09-29,UPI-Vol,599.96
2020-09-30,UPI-Vol,655.34
2020-10-01,UPI-Vol,690.78
2020-10-02,UPI-Vol,668.2
2020-10-03,UPI-Vol,660.31
2020-10-04,UPI-Vol,621.62
2020-10-05,UPI-Vol,662.0
2020-10-06,UPI-Vol,663.59
2020-10-07,UPI-Vol,707.29
2020-10-08,UPI-Vol,700.44
2020-10-09,UPI-Vol,703.69
2020-10-10,UPI-Vol,679.11
2020-10-11,UPI-Vol,625.09
2020-10-12,UPI-Vol,690.28
2020-10-13,UPI-Vol,659.71
2020-10-14,UPI-Vol,685.48
2020-10-15,UPI-Vol,716.06
2020-10-16,UPI-Vol,676.8
2020-10-17,UPI-Vol,697.41
2020-10-18,UPI-Vol,641.64
2020-10-19,UPI-Vol,686.15
2020-10-20,UPI-Vol,676.48
2020-10-21,UPI-Vol,688.79
2020-10-22,UPI-Vol,657.31
2020-10-23,UPI-Vol,665.35
2020-10-24,UPI-Vol,638.52
2020-10-25,UPI-Vol,566.26
2020-10-26,UPI-Vol,633.45
2020-10-27,UPI-Vol,648.1
2020-10-28,UPI-Vol,645.16
2020-10-29,UPI-Vol,664.37
2020-10-30,UPI-Vol,671.68
2020-10-31,UPI-Vol,725.07
2020-11-01,UPI-Vol,719.36
2020-11-02,UPI-Vol,772.71
2020-11-03,UPI-Vol,765.2
2020-11-04,UPI-Vol,762.26
2020-11-05,UPI-Vol,726.68
2020-11-06,UPI-Vol,775.2
2020-11-07,UPI-Vol,780.74
2020-11-08,UPI-Vol,772.49
2020-11-09,UPI-Vol,748.79
2020-11-10,UPI-Vol,837.68
2020-11-11,UPI-Vol,809.79
2020-11-12,UPI-Vol,818.7
2020-11-13,UPI-Vol,793.01
2020-11-14,UPI-Vol,739.7
2020-11-15,UPI-Vol,663.59
2020-11-16,UPI-Vol,725.27
2020-11-17,UPI-Vol,762.78
2020-11-18,UPI-Vol,768.4
2020-11-19,UPI-Vol,751.04
2020-11-20,UPI-Vol,754.39
2020-11-21,UPI-Vol,725.53
2020-11-22,UPI-Vol,680.9
2020-11-23,UPI-Vol,725.32
2020-11-24,UPI-Vol,663.52
2020-11-25,UPI-Vol,648.03
2020-11-26,UPI-Vol,669.09
2020-11-27,UPI-Vol,729.96
2020-11-28,UPI-Vol,679.99
2020-11-29,UPI-Vol,641.01
2020-11-30,UPI-Vol,691.16
2020-12-01,UPI-Vol,716.24
2020-12-02,UPI-Vol,692.08
2020-12-03,UPI-Vol,634.55
2020-12-04,UPI-Vol,761.09
2020-12-05,UPI-Vol,776.24
2020-12-06,UPI-Vol,706.27
2020-12-07,UPI-Vol,755.12
2020-12-08,UPI-Vol,574.97
2020-12-09,UPI-Vol,791.01
2020-12-10,UPI-Vol,763.53
2020-12-11,UPI-Vol,750.49
2020-12-12,UPI-Vol,711.02
2020-12-13,UPI-Vol,684.78
2020-12-14,UPI-Vol,724.92
2020-12-15,UPI-Vol,744.48
2020-12-16,UPI-Vol,700.36
2020-12-17,UPI-Vol,737.96
2020-12-18,UPI-Vol,731.5
2020-12-19,UPI-Vol,738.81
2020-12-20,UPI-Vol,694.92
2020-12-21,UPI-Vol,740.09
2020-12-22,UPI-Vol,735.6
2020-12-23,UPI-Vol,739.01
2020-12-24,UPI-Vol,739.72
2020-12-25,UPI-Vol,702.45
2020-12-26,UPI-Vol,706.67
2020-12-27,UPI-Vol,647.92
2020-12-28,UPI-Vol,734.21
2020-12-29,UPI-Vol,712.67
2020-12-30,UPI-Vol,724.92
2020-12-31,UPI-Vol,767.98
2021-01-01,UPI-Vol,767.15
2021-01-02,UPI-Vol,792.19
2021-01-03,UPI-Vol,712.39
2021-01-04,UPI-Vol,797.78
2021-01-05,UPI-Vol,782.2
2021-01-06,UPI-Vol,795.3
2021-01-07,UPI-Vol,786.63
2021-01-08,UPI-Vol,765.97
2021-01-09,UPI-Vol,755.92
2021-01-10,UPI-Vol,730.55
2021-01-11,UPI-Vol,790.01
2021-01-12,UPI-Vol,796.26
2021-01-13,UPI-Vol,799.33
2021-01-14,UPI-Vol,709.06
2021-01-15,UPI-Vol,716.84
2021-01-16,UPI-Vol,736.58
2021-01-17,UPI-Vol,693.63
2021-01-18,UPI-Vol,742.75
2021-01-19,UPI-Vol,726.82
2021-01-20,UPI-Vol,768.51
2021-01-21,UPI-Vol,759.64
2021-01-22,UPI-Vol,751.68
2021-01-23,UPI-Vol,713.0
2021-01-24,UPI-Vol,589.58
2021-01-25,UPI-Vol,724.19
2021-01-26,UPI-Vol,682.29
2021-01-27,UPI-Vol,705.02
2021-01-28,UPI-Vol,691.55
2021-01-29,UPI-Vol,758.33
2021-01-30,UPI-Vol,778.35
2021-01-31,UPI-Vol,707.78
2021-02-01,UPI-Vol,835.85
2021-02-02,UPI-Vol,817.28
2021-02-03,UPI-Vol,809.71
2021-02-04,UPI-Vol,813.15
2021-02-05,UPI-Vol,846.0
2021-02-06,UPI-Vol,859.11
2021-02-07,UPI-Vol,812.38
2021-02-08,UPI-Vol,830.29
2021-02-09,UPI-Vol,851.58
2021-02-10,UPI-Vol,863.77
2021-02-11,UPI-Vol,847.77
2021-02-12,UPI-Vol,836.08
2021-02-13,UPI-Vol,797.38
2021-02-14,UPI-Vol,760.56
2021-02-15,UPI-Vol,810.95
2021-02-16,UPI-Vol,803.9
2021-02-17,UPI-Vol,814.96
2021-02-18,UPI-Vol,809.37
2021-02-19,UPI-Vol,788.06
2021-02-20,UPI-Vol,811.43
2021-02-21,UPI-Vol,753.9
2021-02-22,UPI-Vol,815.81
2021-02-23,UPI-Vol,810.66
2021-02-24,UPI-Vol,818.77
2021-02-25,UPI-Vol,810.92
2021-02-26,UPI-Vol,835.39
2021-02-27,UPI-Vol,848.63
2021-02-28,UPI-Vol,815.28
2021-03-01,UPI-Vol,931.35
2021-03-02,UPI-Vol,923.65
2021-03-03,UPI-Vol,887.95
2021-03-04,UPI-Vol,918.98
2021-03-05,UPI-Vol,921.15
2021-03-06,UPI-Vol,897.01
2021-03-07,UPI-Vol,870.99
2021-03-08,UPI-Vol,924.45
2021-03-09,UPI-Vol,929.41
2021-03-10,UPI-Vol,959.21
2021-03-11,UPI-Vol,866.3
2021-03-12,UPI-Vol,892.83
2021-03-13,UPI-Vol,881.74
2021-03-14,UPI-Vol,778.18
2021-03-15,UPI-Vol,888.65
2021-03-16,UPI-Vol,879.7
2021-03-17,UPI-Vol,889.05
2021-03-18,UPI-Vol,887.01
2021-03-19,UPI-Vol,881.98
2021-03-20,UPI-Vol,893.8
2021-03-21,UPI-Vol,813.0
2021-03-22,UPI-Vol,873.17
2021-03-23,UPI-Vol,873.33
2021-03-24,UPI-Vol,880.58
2021-03-25,UPI-Vol,888.41
2021-03-26,UPI-Vol,905.65
2021-03-27,UPI-Vol,883.98
2021-03-28,UPI-Vol,820.79
2021-03-29,UPI-Vol,689.6
2021-03-30,UPI-Vol,856.44
2021-03-31,UPI-Vol,928.51
2021-04-01,UPI-Vol,769.5
2021-04-02,UPI-Vol,898.85
2021-04-03,UPI-Vol,963.87
2021-04-04,UPI-Vol,883.7
2021-04-05,UPI-Vol,949.94
2021-04-06,UPI-Vol,924.3
2021-04-07,UPI-Vol,956.92
2021-04-08,UPI-Vol,960.63
2021-04-09,UPI-Vol,1004.67
2021-04-10,UPI-Vol,930.11
2021-04-11,UPI-Vol,855.49
2021-04-12,UPI-Vol,1004.36
2021-04-13,UPI-Vol,927.55
2021-04-14,UPI-Vol,896.17
2021-04-15,UPI-Vol,901.22
2021-04-16,UPI-Vol,909.1
2021-04-17,UPI-Vol,864.75
2021-04-18,UPI-Vol,809.01
2021-04-19,UPI-Vol,920.28
2021-04-20,UPI-Vol,902.51
2021-04-21,UPI-Vol,864.43
2021-04-22,UPI-Vol,848.75
2021-04-23,UPI-Vol,845.72
2021-04-24,UPI-Vol,765.01
2021-04-25,UPI-Vol,705.54
2021-04-26,UPI-Vol,838.52
2021-04-27,UPI-Vol,803.07
2021-04-28,UPI-Vol,806.7
2021-04-29,UPI-Vol,823.09
2021-04-30,UPI-Vol,876.85
2021-05-01,UPI-Vol,862.39
2021-05-02,UPI-Vol,793.73
2021-05-03,UPI-Vol,877.17
2021-05-04,UPI-Vol,893.11
2021-05-05,UPI-Vol,877.04
2021-05-06,UPI-Vol,853.5
2021-05-07,UPI-Vol,863.12
2021-05-08,UPI-Vol,834.5
2021-05-09,UPI-Vol,794.03
2021-05-10,UPI-Vol,849.17
2021-05-11,UPI-Vol,900.09
2021-05-12,UPI-Vol,857.68
2021-05-13,UPI-Vol,851.7
2021-05-14,UPI-Vol,811.67
2021-05-15,UPI-Vol,805.25
2021-05-16,UPI-Vol,712.83
2021-05-17,UPI-Vol,800.15
2021-05-18,UPI-Vol,803.01
2021-05-19,UPI-Vol,803.03
2021-05-20,UPI-Vol,793.42
2021-05-21,UPI-Vol,797.68
2021-05-22,UPI-Vol,772.38
2021-05-23,UPI-Vol,756.08
2021-05-24,UPI-Vol,800.3
2021-05-25,UPI-Vol,799.33
2021-05-26,UPI-Vol,682.56
2021-05-27,UPI-Vol,775.33
2021-05-28,UPI-Vol,802.27
2021-05-29,UPI-Vol,793.03
2021-05-30,UPI-Vol,769.66
2021-05-31,UPI-Vol,906.61
2021-06-01,UPI-Vol,978.07
2021-06-02,UPI-Vol,981.37
2021-06-03,UPI-Vol,928.0
2021-06-04,UPI-Vol,908.24
2021-06-05,UPI-Vol,921.2
2021-06-06,UPI-Vol,850.62
2021-06-07,UPI-Vol,958.53
2021-06-08,UPI-Vol,959.49
2021-06-09,UPI-Vol,959.32
2021-06-10,UPI-Vol,960.68
2021-06-11,UPI-Vol,948.41
2021-06-12,UPI-Vol,914.84
2021-06-13,UPI-Vol,851.65
2021-06-14,UPI-Vol,973.72
2021-06-15,UPI-Vol,968.59
2021-06-16,UPI-Vol,958.88
2021-06-17,UPI-Vol,914.54
2021-06-18,UPI-Vol,968.15
2021-06-19,UPI-Vol,923.37
2021-06-20,UPI-Vol,861.58
2021-06-21,UPI-Vol,967.74
2021-06-22,UPI-Vol,937.82
2021-06-23,UPI-Vol,886.08
2021-06-24,UPI-Vol,901.21
2021-06-25,UPI-Vol,935.25
2021-06-26,UPI-Vol,923.18
2021-06-27,UPI-Vol,853.53
2021-06-28,UPI-Vol,957.51
2021-06-29,UPI-Vol,971.64
2021-06-30,UPI-Vol,1051.95
2021-07-01,UPI-Vol,1052.35
2021-07-02,UPI-Vol,1081.5
2021-07-03,UPI-Vol,1044.52
2021-07-04,UPI-Vol,979.48
2021-07-05,UPI-Vol,1092.2
2021-07-06,UPI-Vol,1027.63
2021-07-07,UPI-Vol,1150.0
2021-07-08,UPI-Vol,953.67
2021-07-09,UPI-Vol,1151.69
2021-07-10,UPI-Vol,922.13
2021-07-11,UPI-Vol,935.44
2021-07-12,UPI-Vol,924.29
2021-07-13,UPI-Vol,1419.22
2021-07-14,UPI-Vol,1009.17
2021-07-15,UPI-Vol,1063.64
2021-07-16,UPI-Vol,1159.32
2021-07-17,UPI-Vol,1030.17
2021-07-18,UPI-Vol,915.12
2021-07-19,UPI-Vol,1049.52
2021-07-20,UPI-Vol,1078.12
2021-07-21,UPI-Vol,954.91
2021-07-22,UPI-Vol,822.07
2021-07-23,UPI-Vol,1172.6
2021-07-24,UPI-Vol,978.07
2021-07-25,UPI-Vol,967.95
2021-07-26,UPI-Vol,1051.06
2021-07-27,UPI-Vol,1040.66
2021-07-28,UPI-Vol,1056.26
2021-07-29,UPI-Vol,1044.44
2021-07-30,UPI-Vol,1117.52
2021-07-31,UPI-Vol,1210.3
2021-08-01,UPI-Vol,1139.83
2021-08-02,UPI-Vol,1202.32
2021-08-03,UPI-Vol,1200.77
2021-08-04,UPI-Vol,1191.28
2021-08-05,UPI-Vol,1183.4
2021-08-06,UPI-Vol,1105.22
2021-08-07,UPI-Vol,1222.45
2021-08-08,UPI-Vol,1127.74
2021-08-09,UPI-Vol,1235.1
2021-08-10,UPI-Vol,1247.03
2021-08-11,UPI-Vol,1218.33
2021-08-12,UPI-Vol,1187.33
2021-08-13,UPI-Vol,1152.84
2021-08-14,UPI-Vol,1147.81
2021-08-15,UPI-Vol,1062.92
2021-08-16,UPI-Vol,1137.05
2021-08-17,UPI-Vol,1145.32
2021-08-18,UPI-Vol,1141.79
2021-08-19,UPI-Vol,1148.7
2021-08-20,UPI-Vol,1115.08
2021-08-21,UPI-Vol,1173.5
2021-08-22,UPI-Vol,1060.53
2021-08-23,UPI-Vol,1085.96
2021-08-24,UPI-Vol,1097.23
2021-08-25,UPI-Vol,1139.74
2021-08-26,UPI-Vol,1113.96
2021-08-27,UPI-Vol,1106.01
2021-08-28,UPI-Vol,1108.1
2021-08-29,UPI-Vol,1067.33
2021-08-30,UPI-Vol,1091.65
2021-08-31,UPI-Vol,1199.13
2021-09-01,UPI-Vol,1261.06
2021-09-02,UPI-Vol,1276.66
2021-09-03,UPI-Vol,1245.0
2021-09-04,UPI-Vol,1237.38
2021-09-05,UPI-Vol,1088.95
2021-09-06,UPI-Vol,1221.17
2021-09-07,UPI-Vol,1139.79
2021-09-08,UPI-Vol,1264.05
2021-09-09,UPI-Vol,1284.19
2021-09-10,UPI-Vol,1209.37
2021-09-11,UPI-Vol,1178.8
2021-09-12,UPI-Vol,1136.16
2021-09-13,UPI-Vol,1205.56
2021-09-14,UPI-Vol,1214.27
2021-09-15,UPI-Vol,1239.98
2021-09-16,UPI-Vol,1201.65
2021-09-17,UPI-Vol,1172.23
2021-09-18,UPI-Vol,1238.49
2021-09-19,UPI-Vol,1181.92
2021-09-20,UPI-Vol,1252.69
2021-09-21,UPI-Vol,1230.81
2021-09-22,UPI-Vol,1237.91
2021-09-23,UPI-Vol,1232.23
2021-09-24,UPI-Vol,1236.65
2021-09-25,UPI-Vol,1220.15
2021-09-26,UPI-Vol,1168.2
2021-09-27,UPI-Vol,1199.04
2021-09-28,UPI-Vol,1208.82
2021-09-29,UPI-Vol,1223.77
2021-09-30,UPI-Vol,1351.22
2021-10-01,UPI-Vol,1377.7
2021-10-02,UPI-Vol,1391.13
2021-10-03,UPI-Vol,1372.67
2021-10-04,UPI-Vol,1393.85
2021-10-05,UPI-Vol,1429.94
2021-10-06,UPI-Vol,1371.62
2021-10-07,UPI-Vol,1444.68
2021-10-08,UPI-Vol,1421.83
2021-10-09,UPI-Vol,1346.3
2021-10-10,UPI-Vol,1359.89
2021-10-11,UPI-Vol,1378.29
2021-10-12,UPI-Vol,1388.67
2021-10-13,UPI-Vol,1376.47
2021-10-14,UPI-Vol,1334.18
2021-10-15,UPI-Vol,1268.71
2021-10-16,UPI-Vol,1285.28
2021-10-17,UPI-Vol,1185.11
2021-10-18,UPI-Vol,1347.86
2021-10-19,UPI-Vol,1309.54
2021-10-20,UPI-Vol,1348.32
2021-10-21,UPI-Vol,1330.33
2021-10-22,UPI-Vol,1360.7
2021-10-23,UPI-Vol,1343.99
2021-10-24,UPI-Vol,1294.21
2021-10-25,UPI-Vol,1331.98
2021-10-26,UPI-Vol,1350.28
2021-10-27,UPI-Vol,1341.27
2021-10-28,UPI-Vol,1361.27
2021-10-29,UPI-Vol,1391.84
2021-10-30,UPI-Vol,1477.09
2021-10-31,UPI-Vol,1469.32
2021-11-01,UPI-Vol,1587.65
2021-11-02,UPI-Vol,1643.75
2021-11-03,UPI-Vol,1647.69
2021-11-04,UPI-Vol,1434.81
2021-11-05,UPI-Vol,1326.01
2021-11-06,UPI-Vol,1362.53
2021-11-07,UPI-Vol,1309.27
2021-11-08,UPI-Vol,1423.44
2021-11-09,UPI-Vol,1379.06
2021-11-10,UPI-Vol,1403.76
2021-11-11,UPI-Vol,1369.69
2021-11-12,UPI-Vol,1363.32
2021-11-13,UPI-Vol,1377.09
2021-11-14,UPI-Vol,1344.94
2021-11-15,UPI-Vol,1373.07
2021-11-16,UPI-Vol,1381.59
2021-11-17,UPI-Vol,1393.78
2021-11-18,UPI-Vol,1348.21
2021-11-19,UPI-Vol,1339.07
2021-11-20,UPI-Vol,1387.15
2021-11-21,UPI-Vol,1313.9
2021-11-22,UPI-Vol,1338.5
2021-11-23,UPI-Vol,1388.53
2021-11-24,UPI-Vol,1374.03
2021-11-25,UPI-Vol,1392.49
2021-11-26,UPI-Vol,1375.68
2021-11-27,UPI-Vol,1342.41
2021-11-28,UPI-Vol,1296.28
2021-11-29,UPI-Vol,1369.41
2021-11-30,UPI-Vol,1477.69
2021-12-01,UPI-Vol,1531.04
2021-12-02,UPI-Vol,1524.3
2021-12-03,UPI-Vol,1480.12
2021-12-04,UPI-Vol,1542.54
2021-12-05,UPI-Vol,1478.36
2021-12-06,UPI-Vol,1488.74
2021-12-07,UPI-Vol,1535.97
2021-12-08,UPI-Vol,1510.03
2021-12-09,UPI-Vol,1452.73
2021-12-10,UPI-Vol,1382.76
2021-12-11,UPI-Vol,1450.98
2021-12-12,UPI-Vol,1392.11
2021-12-13,UPI-Vol,1407.12
2021-12-14,UPI-Vol,1484.81
2021-12-15,UPI-Vol,1512.54
2021-12-16,UPI-Vol,1456.96
2021-12-17,UPI-Vol,1461.15
2021-12-18,UPI-Vol,1451.23
2021-12-19,UPI-Vol,1402.14
2021-12-20,UPI-Vol,1489.36
2021-12-21,UPI-Vol,1467.81
2021-12-22,UPI-Vol,1489.94
2021-12-23,UPI-Vol,1494.64
2021-12-24,UPI-Vol,1491.2
2021-12-25,UPI-Vol,1448.92
2021-12-26,UPI-Vol,1357.26
2021-12-27,UPI-Vol,1436.37
2021-12-28,UPI-Vol,1445.59
2021-12-29,UPI-Vol,1420.78
2021-12-30,UPI-Vol,1491.52
2021-12-31,UPI-Vol,1683.97
2022-01-01,UPI-Vol,1585.27
2022-01-02,UPI-Vol,1531.66
2022-01-03,UPI-Vol,1614.87
2022-01-04,UPI-Vol,1595.01
2022-01-05,UPI-Vol,1591.71
2022-01-06,UPI-Vol,1589.44
2022-01-07,UPI-Vol,1621.33
2022-01-08,UPI-Vol,1547.07
2022-01-09,UPI-Vol,1212.96
2022-01-10,UPI-Vol,1650.53
2022-01-11,UPI-Vol,1563.23
2022-01-12,UPI-Vol,1590.55
2022-01-13,UPI-Vol,1565.06
2022-01-14,UPI-Vol,1445.09
2022-01-15,UPI-Vol,1378.0
2022-01-16,UPI-Vol,1311.22
2022-01-17,UPI-Vol,1487.62
2022-01-18,UPI-Vol,1465.03
2022-01-19,UPI-Vol,1501.62
2022-01-20,UPI-Vol,1459.3
2022-01-21,UPI-Vol,1477.4
2022-01-22,UPI-Vol,1422.39
2022-01-23,UPI-Vol,1317.35
2022-01-24,UPI-Vol,1450.3
2022-01-25,UPI-Vol,1460.12
2022-01-26,UPI-Vol,1404.28
2022-01-27,UPI-Vol,1437.6
2022-01-28,UPI-Vol,1454.86
2022-01-29,UPI-Vol,1390.55
2022-01-30,UPI-Vol,1437.84
2022-01-31,UPI-Vol,1612.3
2022-02-01,UPI-Vol,1727.27
2022-02-02,UPI-Vol,1666.46
2022-02-03,UPI-Vol,1646.71
2022-02-04,UPI-Vol,1622.84
2022-02-05,UPI-Vol,1655.22
2022-02-06,UPI-Vol,1549.3
2022-02-07,UPI-Vol,1664.91
2022-02-08,UPI-Vol,1667.98
2022-02-09,UPI-Vol,1718.83
2022-02-10,UPI-Vol,1646.32
2022-02-11,UPI-Vol,1665.02
2022-02-12,UPI-Vol,1632.81
2022-02-13,UPI-Vol,1588.4
2022-02-14,UPI-Vol,1675.9
2022-02-15,UPI-Vol,1649.61
2022-02-16,UPI-Vol,1653.18
2022-02-17,UPI-Vol,1599.93
2022-02-18,UPI-Vol,1610.88
2022-02-19,UPI-Vol,1558.32
2022-02-20,UPI-Vol,1549.44
2022-02-21,UPI-Vol,1578.14
2022-02-22,UPI-Vol,1474.01
2022-02-23,UPI-Vol,1421.16
2022-02-24,UPI-Vol,1679.23
2022-02-25,UPI-Vol,1599.27
2022-02-26,UPI-Vol,1606.8
2022-02-27,UPI-Vol,1572.88
2022-02-28,UPI-Vol,1594.07
2022-03-01,UPI-Vol,1711.64
2022-03-02,UPI-Vol,1794.57
2022-03-03,UPI-Vol,1794.51
2022-03-04,UPI-Vol,1779.04
2022-03-05,UPI-Vol,1840.21
2022-03-06,UPI-Vol,1725.69
2022-03-07,UPI-Vol,1817.79
2022-03-08,UPI-Vol,1793.65
2022-03-09,UPI-Vol,1808.25
2022-03-10,UPI-Vol,1815.4
2022-03-11,UPI-Vol,1783.45
2022-03-12,UPI-Vol,1765.19
2022-03-13,UPI-Vol,1704.03
2022-03-14,UPI-Vol,1774.35
2022-03-15,UPI-Vol,1766.92
2022-03-16,UPI-Vol,1804.56
2022-03-17,UPI-Vol,1807.54
2022-03-18,UPI-Vol,1489.27
2022-03-19,UPI-Vol,1644.78
