Date,TxType,Value
2023-03-23,IMPS-Val,17244.62
2023-03-24,IMPS-Val,17685.09
2023-03-25,IMPS-Val,15154.64
2023-03-26,IMPS-Val,9973.87
2023-03-27,IMPS-Val,19616.31
2023-03-28,IMPS-Val,19761.42
2023-03-29,IMPS-Val,20399.72
2023-03-30,IMPS-Val,18546.55
2023-03-31,IMPS-Val,26702.79
2023-04-01,IMPS-Val,20763.12
2023-04-02,IMPS-Val,16419.76
2023-04-03,IMPS-Val,23105.94
2023-04-04,IMPS-Val,21385.65
2023-04-05,IMPS-Val,22348.95
2023-04-06,IMPS-Val,20768.78
2023-04-07,IMPS-Val,17271.79
2023-04-08,IMPS-Val,15495.1
2023-04-09,IMPS-Val,11521.73
2023-04-10,IMPS-Val,21602.86
2023-04-11,IMPS-Val,20290.0
2023-04-12,IMPS-Val,18993.11
2023-04-13,IMPS-Val,18284.47
2023-04-14,IMPS-Val,14177.82
2023-04-15,IMPS-Val,15808.96
2023-04-16,IMPS-Val,10060.41
2023-04-17,IMPS-Val,18625.85
2023-04-18,IMPS-Val,17572.52
2023-04-19,IMPS-Val,17663.28
2023-04-20,IMPS-Val,17860.69
2023-04-21,IMPS-Val,17016.11
2023-04-22,IMPS-Val,12304.17
2023-04-23,IMPS-Val,8922.95
2023-04-24,IMPS-Val,17287.59
2023-04-25,IMPS-Val,17126.66
2023-04-26,IMPS-Val,17698.79
2023-04-27,IMPS-Val,17252.85
2023-04-28,IMPS-Val,19757.67
2023-04-29,IMPS-Val,20035.13
2023-04-30,IMPS-Val,13627.55
2023-05-01,IMPS-Val,19587.47
2023-05-02,IMPS-Val,21888.99
2023-05-03,IMPS-Val,20336.77
2023-05-04,IMPS-Val,20595.47
2023-05-05,IMPS-Val,18794.6
2023-05-06,IMPS-Val,18309.26
2023-05-07,IMPS-Val,12096.61
2023-05-08,IMPS-Val,20159.15
2023-05-09,IMPS-Val,19425.21
2023-05-10,IMPS-Val,19009.25
2023-05-11,IMPS-Val,17664.72
2023-05-12,IMPS-Val,17439.82
2023-05-13,IMPS-Val,14681.78
2023-05-14,IMPS-Val,10180.32
2023-05-15,IMPS-Val,18889.91
2023-05-16,IMPS-Val,17527.34
2023-05-17,IMPS-Val,16484.68
2023-05-18,IMPS-Val,16403.04
2023-05-19,IMPS-Val,16191.13
2023-05-20,IMPS-Val,15631.32
2023-05-21,IMPS-Val,9673.77
2023-05-22,IMPS-Val,16853.44
2023-05-23,IMPS-Val,16500.07
2023-05-24,IMPS-Val,16423.09
2023-05-25,IMPS-Val,17101.48
2023-05-26,IMPS-Val,16594.54
2023-05-27,IMPS-Val,14228.66
2023-05-28,IMPS-Val,9522.65
2023-05-29,IMPS-Val,17695.39
2023-05-30,IMPS-Val,19088.76
2023-05-31,IMPS-Val,22579.04
2023-06-01,IMPS-Val,21300.02
2023-06-02,IMPS-Val,21256.16
2023-06-03,IMPS-Val,18703.32
2023-06-04,IMPS-Val,12836.06
2023-06-05,IMPS-Val,21099.58
2023-06-06,IMPS-Val,19107.38
2023-06-07,IMPS-Val,19564.95
2023-06-08,IMPS-Val,18676.93
2023-06-09,IMPS-Val,18379.63
2023-06-10,IMPS-Val,15905.84
2023-06-11,IMPS-Val,10446.03
2023-06-12,IMPS-Val,18704.68
2023-06-13,IMPS-Val,17607.26
2023-06-14,IMPS-Val,16742.76
2023-06-15,IMPS-Val,17323.04
2023-06-16,IMPS-Val,16018.79
2023-06-17,IMPS-Val,14836.12
2023-06-18,IMPS-Val,8891.51
2023-06-19,IMPS-Val,16986.42
2023-06-20,IMPS-Val,16722.45
2023-06-21,IMPS-Val,16600.56
2023-06-22,IMPS-Val,16046.17
2023-06-23,IMPS-Val,15939.39
2023-06-24,IMPS-Val,13664.51
2023-06-25,IMPS-Val,9255.38
2023-06-26,IMPS-Val,17807.74
2023-06-27,IMPS-Val,17533.53
2023-06-28,IMPS-Val,17640.0
2023-06-29,IMPS-Val,12987.23
2023-06-30,IMPS-Val,21898.53
2023-07-01,IMPS-Val,21230.67
2023-07-02,IMPS-Val,13426.52
2023-07-03,IMPS-Val,20945.82
2023-07-04,IMPS-Val,20405.44
2023-07-05,IMPS-Val,19984.12
2023-07-06,IMPS-Val,19475.15
2023-07-07,IMPS-Val,19186.06
2023-07-08,IMPS-Val,15784.29
2023-07-09,IMPS-Val,11125.87
2023-07-10,IMPS-Val,20074.14
2023-07-11,IMPS-Val,18386.4
2023-07-12,IMPS-Val,17689.04
2023-07-13,IMPS-Val,17201.11
2023-07-14,IMPS-Val,16589.69
2023-07-15,IMPS-Val,15471.99
2023-07-16,IMPS-Val,9740.79
2023-07-17,IMPS-Val,16435.14
2023-07-18,IMPS-Val,15707.69
2023-07-19,IMPS-Val,16586.09
2023-07-20,IMPS-Val,16200.21
2023-07-21,IMPS-Val,15830.43
2023-07-22,IMPS-Val,13068.49
2023-07-23,IMPS-Val,8947.11
2023-07-24,IMPS-Val,16939.86
2023-07-25,IMPS-Val,16644.94
2023-07-26,IMPS-Val,16410.17
2023-07-27,IMPS-Val,16468.18
2023-07-28,IMPS-Val,17329.7
2023-07-29,IMPS-Val,14446.44
2023-07-30,IMPS-Val,10489.73
2023-07-31,IMPS-Val,24090.59
2023-08-01,IMPS-Val,22986.1
2023-08-02,IMPS-Val,20993.69
2023-08-03,IMPS-Val,19962.96
2023-08-04,IMPS-Val,19584.82
2023-08-05,IMPS-Val,17792.74
2023-08-06,IMPS-Val,11526.09
2023-08-07,IMPS-Val,20399.1
2023-08-08,IMPS-Val,18566.66
2023-08-09,IMPS-Val,18511.82
2023-08-10,IMPS-Val,18466.15
2023-08-11,IMPS-Val,17455.22
2023-08-12,IMPS-Val,14480.27
2023-08-13,IMPS-Val,9571.73
2023-08-14,IMPS-Val,17796.51
2023-08-15,IMPS-Val,10754.85
2023-08-16,IMPS-Val,16510.65
2023-08-17,IMPS-Val,17084.57
2023-08-18,IMPS-Val,16473.96
2023-08-19,IMPS-Val,15362.07
2023-08-20,IMPS-Val,9796.24
2023-08-21,IMPS-Val,17121.91
2023-08-22,IMPS-Val,16367.63
2023-08-23,IMPS-Val,16104.22
2023-08-24,IMPS-Val,16194.27
2023-08-25,IMPS-Val,16420.31
2023-08-26,IMPS-Val,14098.92
2023-08-27,IMPS-Val,9652.68
2023-08-28,IMPS-Val,18216.48
2023-08-29,IMPS-Val,18092.42
2023-08-30,IMPS-Val,17044.87
2023-08-31,IMPS-Val,20889.62
2023-09-01,IMPS-Val,23048.55
2023-09-02,IMPS-Val,19759.18
2023-09-03,IMPS-Val,13176.64
2023-09-04,IMPS-Val,22200.77
2023-09-05,IMPS-Val,20937.72
2023-09-06,IMPS-Val,19361.04
2023-09-07,IMPS-Val,17947.2
2023-09-08,IMPS-Val,18282.17
2023-09-09,IMPS-Val,15756.95
2023-09-10,IMPS-Val,11350.09
2023-09-11,IMPS-Val,19431.61
2023-09-12,IMPS-Val,18965.12
2023-09-13,IMPS-Val,17064.54
2023-09-14,IMPS-Val,17198.3
2023-09-15,IMPS-Val,16814.19
2023-09-16,IMPS-Val,15396.02
2023-09-17,IMPS-Val,9530.84
2023-09-18,IMPS-Val,14523.5
2023-09-19,IMPS-Val,14351.94
2023-09-20,IMPS-Val,16789.38
2023-09-21,IMPS-Val,16541.79
2023-09-22,IMPS-Val,15906.35
2023-09-23,IMPS-Val,13547.01
2023-09-24,IMPS-Val,9373.11
2023-09-25,IMPS-Val,18093.81
2023-09-26,IMPS-Val,17255.2
2023-09-27,IMPS-Val,17874.33
2023-09-28,IMPS-Val,15579.07
2023-09-29,IMPS-Val,19948.29
2023-09-30,IMPS-Val,21492.53
2023-10-01,IMPS-Val,15955.31
2023-10-02,IMPS-Val,16331.88
2023-10-03,IMPS-Val,22495.35
2023-10-04,IMPS-Val,21963.94
2023-10-05,IMPS-Val,21708.24
2023-10-06,IMPS-Val,19990.57
2023-10-07,IMPS-Val,18766.57
2023-10-08,IMPS-Val,12742.6
2023-10-09,IMPS-Val,20885.39
2023-10-10,IMPS-Val,20052.86
2023-10-11,IMPS-Val,19219.86
2023-10-12,IMPS-Val,18413.2
2023-10-13,IMPS-Val,17802.98
2023-10-14,IMPS-Val,14295.76
2023-10-15,IMPS-Val,10972.72
2023-10-16,IMPS-Val,19201.53
2023-10-17,IMPS-Val,18007.45
2023-10-18,IMPS-Val,17937.77
2023-10-19,IMPS-Val,17512.46
2023-10-20,IMPS-Val,17524.31
2023-10-21,IMPS-Val,16598.38
2023-10-22,IMPS-Val,10102.45
2023-10-23,IMPS-Val,14054.17
2023-10-24,IMPS-Val,10823.09
2023-10-25,IMPS-Val,17530.21
2023-10-26,IMPS-Val,18385.13
2023-10-27,IMPS-Val,17897.44
2023-10-28,IMPS-Val,14940.42
2023-10-29,IMPS-Val,10416.29
2023-10-30,IMPS-Val,20945.48
2023-10-31,IMPS-Val,24764.7
2023-11-01,IMPS-Val,25401.44
2023-11-02,IMPS-Val,22452.32
2023-11-03,IMPS-Val,21357.5
2023-11-04,IMPS-Val,21007.13
2023-11-05,IMPS-Val,14021.41
2023-11-06,IMPS-Val,22104.56
2023-11-07,IMPS-Val,21992.04
2023-11-08,IMPS-Val,22440.23
2023-11-09,IMPS-Val,22847.15
2023-11-10,IMPS-Val,22983.84
2023-11-11,IMPS-Val,19159.1
2023-11-12,IMPS-Val,10426.65
2023-11-13,IMPS-Val,12927.6
2023-11-14,IMPS-Val,13393.31
2023-11-15,IMPS-Val,14570.13
2023-11-16,IMPS-Val,15934.32
2023-11-17,IMPS-Val,15590.77
2023-11-18,IMPS-Val,15195.44
2023-11-19,IMPS-Val,9067.77
2023-11-20,IMPS-Val,17353.41
2023-11-21,IMPS-Val,17938.27
2023-11-22,IMPS-Val,18127.63
2023-11-23,IMPS-Val,17828.29
2023-11-24,IMPS-Val,18098.83
2023-11-25,IMPS-Val,14528.04
2023-11-26,IMPS-Val,9820.24
2023-11-27,IMPS-Val,15008.83
2023-11-28,IMPS-Val,18143.52
2023-11-29,IMPS-Val,20808.34
2023-11-30,IMPS-Val,24473.6
2023-12-01,IMPS-Val,24693.42
2020-06-01,NACH Credit-Vol,84.86
2020-06-02,NACH Credit-Vol,143.33
2020-06-03,NACH Credit-Vol,40.66
2020-06-04,NACH Credit-Vol,286.04
2020-06-05,NACH Credit-Vol,70.96
2020-06-06,NACH Credit-Vol,55.08
2020-06-07,NACH Credit-Vol,
2020-06-08,NACH Credit-Vol,97.13
2020-06-09,NACH Credit-Vol,153.41
2020-06-10,NACH Credit-Vol,60.69
2020-06-11,NACH Credit-Vol,149.39
2020-06-12,NACH Credit-Vol,50.51
2020-06-13,NACH Credit-Vol,
2020-06-14,NACH Credit-Vol,
2020-06-15,NACH Credit-Vol,93.28
2020-06-16,NACH Credit-Vol,177.77
2020-06-17,NACH Credit-Vol,58.41
2020-06-18,NACH Credit-Vol,127.05
2020-06-19,NACH Credit-Vol,100.14
2020-06-20,NACH Credit-Vol,64.09
2020-06-21,NACH Credit-Vol,
2020-06-22,NACH Credit-Vol,164.62
2020-06-23,NACH Credit-Vol,98.19
2020-06-24,NACH Credit-Vol,85.42
2020-06-25,NACH Credit-Vol,175.59
2020-06-26,NACH Credit-Vol,55.0
2020-06-27,NACH Credit-Vol,
2020-06-28,NACH Credit-Vol,
2020-06-29,NACH Credit-Vol,196.51
2020-06-30,NACH Credit-Vol,120.27
2020-07-01,NACH Credit-Vol,120.04
2020-07-02,NACH Credit-Vol,87.54
2020-07-03,NACH Credit-Vol,66.85
2020-07-04,NACH Credit-Vol,168.08
2020-07-05,NACH Credit-Vol,
2020-07-06,NACH Credit-Vol,65.56
2020-07-07,NACH Credit-Vol,62.88
2020-07-08,NACH Credit-Vol,50.43
2020-07-09,NACH Credit-Vol,122.56
2020-07-10,NACH Credit-Vol,42.89
2020-07-11,NACH Credit-Vol,
2020-07-12,NACH Credit-Vol,
2020-07-13,NACH Credit-Vol,106.96
2020-07-14,NACH Credit-Vol,165.42
2020-07-15,NACH Credit-Vol,62.19
2020-07-16,NACH Credit-Vol,106.05
2020-07-17,NACH Credit-Vol,82.62
2020-07-18,NACH Credit-Vol,59.73
2020-07-19,NACH Credit-Vol,
2020-07-20,NACH Credit-Vol,60.06
2020-07-21,NACH Credit-Vol,59.99
2020-07-22,NACH Credit-Vol,89.33
2020-07-23,NACH Credit-Vol,50.14
2020-07-24,NACH Credit-Vol,46.06
2020-07-25,NACH Credit-Vol,
2020-07-26,NACH Credit-Vol,
2020-07-27,NACH Credit-Vol,142.93
2020-07-28,NACH Credit-Vol,150.44
2020-07-29,NACH Credit-Vol,103.7
2020-07-30,NACH Credit-Vol,60.64
2020-07-31,NACH Credit-Vol,102.89
2020-08-01,NACH Credit-Vol,
2020-08-02,NACH Credit-Vol,
2020-08-03,NACH Credit-Vol,181.6
2020-08-04,NACH Credit-Vol,103.49
2020-08-05,NACH Credit-Vol,90.82
2020-08-06,NACH Credit-Vol,137.43
2020-08-07,NACH Credit-Vol,82.02
2020-08-08,NACH Credit-Vol,
2020-08-09,NACH Credit-Vol,870.09
2020-08-10,NACH Credit-Vol,136.79
2020-08-11,NACH Credit-Vol,52.8
2020-08-12,NACH Credit-Vol,56.24
2020-08-13,NACH Credit-Vol,91.88
2020-08-14,NACH Credit-Vol,107.02
2020-08-15,NACH Credit-Vol,
2020-08-16,NACH Credit-Vol,
2020-08-17,NACH Credit-Vol,114.92
2020-08-18,NACH Credit-Vol,106.02
2020-08-19,NACH Credit-Vol,78.56
2020-08-20,NACH Credit-Vol,73.47
2020-08-21,NACH Credit-Vol,75.33
2020-08-22,NACH Credit-Vol,
2020-08-23,NACH Credit-Vol,
2020-08-24,NACH Credit-Vol,133.17
2020-08-25,NACH Credit-Vol,51.54
2020-08-26,NACH Credit-Vol,143.62
2020-08-27,NACH Credit-Vol,64.8
2020-08-28,NACH Credit-Vol,62.82
2020-08-29,NACH Credit-Vol,52.67
2020-08-30,NACH Credit-Vol,
2020-08-31,NACH Credit-Vol,104.55
2020-09-01,NACH Credit-Vol,101.35
2020-09-02,NACH Credit-Vol,83.4
2020-09-03,NACH Credit-Vol,84.0
2020-09-04,NACH Credit-Vol,53.66
2020-09-05,NACH Credit-Vol,78.35
2020-09-06,NACH Credit-Vol,
2020-09-07,NACH Credit-Vol,78.53
2020-09-08,NACH Credit-Vol,155.52
2020-09-09,NACH Credit-Vol,80.86
2020-09-10,NACH Credit-Vol,74.6
2020-09-11,NACH Credit-Vol,73.27
2020-09-12,NACH Credit-Vol,
2020-09-13,NACH Credit-Vol,
2020-09-14,NACH Credit-Vol,121.2
2020-09-15,NACH Credit-Vol,85.3
2020-09-16,NACH Credit-Vol,127.49
2020-09-17,NACH Credit-Vol,60.54
2020-09-18,NACH Credit-Vol,105.1
2020-09-19,NACH Credit-Vol,91.62
2020-09-20,NACH Credit-Vol,
2020-09-21,NACH Credit-Vol,80.11
2020-09-22,NACH Credit-Vol,43.91
2020-09-23,NACH Credit-Vol,72.58
2020-09-24,NACH Credit-Vol,64.9
2020-09-25,NACH Credit-Vol,132.58
2020-09-26,NACH Credit-Vol,
2020-09-27,NACH Credit-Vol,
2020-09-28,NACH Credit-Vol,138.49
2020-09-29,NACH Credit-Vol,84.66
2020-09-30,NACH Credit-Vol,167.72
2020-10-01,NACH Credit-Vol,75.24
2020-10-02,NACH Credit-Vol,
2020-10-03,NACH Credit-Vol,126.0
2020-10-04,NACH Credit-Vol,
2020-10-05,NACH Credit-Vol,122.91
2020-10-06,NACH Credit-Vol,54.77
2020-10-07,NACH Credit-Vol,111.89
2020-10-08,NACH Credit-Vol,65.71
2020-10-09,NACH Credit-Vol,90.14
2020-10-10,NACH Credit-Vol,
2020-10-11,NACH Credit-Vol,
2020-10-12,NACH Credit-Vol,136.67
2020-10-13,NACH Credit-Vol,45.79
2020-10-14,NACH Credit-Vol,66.46
2020-10-15,NACH Credit-Vol,86.26
2020-10-16,NACH Credit-Vol,79.13
2020-10-17,NACH Credit-Vol,86.11
2020-10-18,NACH Credit-Vol,
2020-10-19,NACH Credit-Vol,43.93
2020-10-20,NACH Credit-Vol,93.77
2020-10-21,NACH Credit-Vol,76.3
2020-10-22,NACH Credit-Vol,41.85
2020-10-23,NACH Credit-Vol,88.2
2020-10-24,NACH Credit-Vol,
2020-10-25,NACH Credit-Vol,
2020-10-26,NACH Credit-Vol,108.32
2020-10-27,NACH Credit-Vol,100.86
2020-10-28,NACH Credit-Vol,69.52
2020-10-29,NACH Credit-Vol,83.15
2020-10-30,NACH Credit-Vol,
2020-10-31,NACH Credit-Vol,124.79
2020-11-01,NACH Credit-Vol,
2020-11-02,NACH Credit-Vol,88.7
2020-11-03,NACH Credit-Vol,110.29
2020-11-04,NACH Credit-Vol,97.19
2020-11-05,NACH Credit-Vol,71.82
2020-11-06,NACH Credit-Vol,93.81
2020-11-07,NACH Credit-Vol,84.95
2020-11-08,NACH Credit-Vol,
2020-11-09,NACH Credit-Vol,90.07
2020-11-10,NACH Credit-Vol,125.53
2020-11-11,NACH Credit-Vol,91.99
2020-11-12,NACH Credit-Vol,124.34
2020-11-13,NACH Credit-Vol,159.1
2020-11-14,NACH Credit-Vol,
2020-11-15,NACH Credit-Vol,
2020-11-16,NACH Credit-Vol,160.71
2020-11-17,NACH Credit-Vol,102.07
2020-11-18,NACH Credit-Vol,56.2
2020-11-19,NACH Credit-Vol,50.4
2020-11-20,NACH Credit-Vol,62.46
2020-11-21,NACH Credit-Vol,58.78
2020-11-22,NACH Credit-Vol,
2020-11-23,NACH Credit-Vol,60.6
2020-11-24,NACH Credit-Vol,38.85
2020-11-25,NACH Credit-Vol,52.79
2020-11-26,NACH Credit-Vol,59.73
2020-11-27,NACH Credit-Vol,110.46
2020-11-28,NACH Credit-Vol,
2020-11-29,NACH Credit-Vol,
2020-11-30,NACH Credit-Vol,93.99
2020-12-01,NACH Credit-Vol,82.3
2020-12-02,NACH Credit-Vol,74.97
2020-12-03,NACH Credit-Vol,35.76
2020-12-04,NACH Credit-Vol,43.57
2020-12-05,NACH Credit-Vol,38.79
2020-12-06,NACH Credit-Vol,
2020-12-07,NACH Credit-Vol,47.35
2020-12-08,NACH Credit-Vol,63.62
2020-12-09,NACH Credit-Vol,34.11
2020-12-10,NACH Credit-Vol,24.94
2020-12-11,NACH Credit-Vol,83.59
2020-12-12,NACH Credit-Vol,
2020-12-13,NACH Credit-Vol,
2020-12-14,NACH Credit-Vol,283.19
2020-12-15,NACH Credit-Vol,68.92
2020-12-16,NACH Credit-Vol,90.75
2020-12-17,NACH Credit-Vol,37.75
2020-12-18,NACH Credit-Vol,87.86
2020-12-19,NACH Credit-Vol,89.91
2020-12-20,NACH Credit-Vol,
2020-12-21,NACH Credit-Vol,36.79
2020-12-22,NACH Credit-Vol,64.32
2020-12-23,NACH Credit-Vol,61.38
2020-12-24,NACH Credit-Vol,104.89
2020-12-25,NACH Credit-Vol,926.84
2020-12-26,NACH Credit-Vol,
2020-12-27,NACH Credit-Vol,
2020-12-28,NACH Credit-Vol,165.77
2020-12-29,NACH Credit-Vol,86.98
2020-12-30,NACH Credit-Vol,41.68
2020-12-31,NACH Credit-Vol,84.0
2021-01-01,NACH Credit-Vol,88.09
2021-01-02,NACH Credit-Vol,87.98
2021-01-03,NACH Credit-Vol,
2021-01-04,NACH Credit-Vol,152.23
2021-01-05,NACH Credit-Vol,150.05
2021-01-06,NACH Credit-Vol,139.29
2021-01-07,NACH Credit-Vol,122.46
2021-01-08,NACH Credit-Vol,162.98
2021-01-09,NACH Credit-Vol,
2021-01-10,NACH Credit-Vol,
2021-01-11,NACH Credit-Vol,90.42
2021-01-12,NACH Credit-Vol,109.14
2021-01-13,NACH Credit-Vol,147.4
2021-01-14,NACH Credit-Vol,58.46
2021-01-15,NACH Credit-Vol,88.85
2021-01-16,NACH Credit-Vol,92.9
2021-01-17,NACH Credit-Vol,
2021-01-18,NACH Credit-Vol,63.44
2021-01-19,NACH Credit-Vol,63.69
2021-01-20,NACH Credit-Vol,48.69
2021-01-21,NACH Credit-Vol,85.2
2021-01-22,NACH Credit-Vol,52.23
2021-01-23,NACH Credit-Vol,
2021-01-24,NACH Credit-Vol,
2021-01-25,NACH Credit-Vol,154.9
2021-01-26,NACH Credit-Vol,
2021-01-27,NACH Credit-Vol,166.84
2021-01-28,NACH Credit-Vol,74.89
2021-01-29,NACH Credit-Vol,84.5
2021-01-30,NACH Credit-Vol,54.79
2021-01-31,NACH Credit-Vol,
2021-02-01,NACH Credit-Vol,91.6
2021-02-02,NACH Credit-Vol,89.67
2021-02-03,NACH Credit-Vol,60.03
2021-02-04,NACH Credit-Vol,43.61
2021-02-05,NACH Credit-Vol,50.28
2021-02-06,NACH Credit-Vol,111.06
2021-02-07,NACH Credit-Vol,
2021-02-08,NACH Credit-Vol,78.17
2021-02-09,NACH Credit-Vol,97.01
2021-02-10,NACH Credit-Vol,86.49
2021-02-11,NACH Credit-Vol,88.46
2021-02-12,NACH Credit-Vol,66.69
2021-02-13,NACH Credit-Vol,
2021-02-14,NACH Credit-Vol,
2021-02-15,NACH Credit-Vol,106.9
2021-02-16,NACH Credit-Vol,41.0
2021-02-17,NACH Credit-Vol,31.89
2021-02-18,NACH Credit-Vol,44.23
2021-02-19,NACH Credit-Vol,173.02
2021-02-20,NACH Credit-Vol,87.49
2021-02-21,NACH Credit-Vol,
2021-02-22,NACH Credit-Vol,39.42
2021-02-23,NACH Credit-Vol,67.91
2021-02-24,NACH Credit-Vol,64.63
2021-02-25,NACH Credit-Vol,50.47
2021-02-26,NACH Credit-Vol,81.47
2021-02-27,NACH Credit-Vol,
2021-02-28,NACH Credit-Vol,
2021-03-01,NACH Credit-Vol,123.14
2021-03-02,NACH Credit-Vol,45.09
2021-03-03,NACH Credit-Vol,80.16
2021-03-04,NACH Credit-Vol,71.48
2021-03-05,NACH Credit-Vol,58.94
2021-03-06,NACH Credit-Vol,68.16
2021-03-07,NACH Credit-Vol,
2021-03-08,NACH Credit-Vol,123.31
2021-03-09,NACH Credit-Vol,122.73
2021-03-10,NACH Credit-Vol,98.43
2021-03-11,NACH Credit-Vol,85.3
2021-03-12,NACH Credit-Vol,111.97
2021-03-13,NACH Credit-Vol,
2021-03-14,NACH Credit-Vol,
2021-03-15,NACH Credit-Vol,177.26
2021-03-16,NACH Credit-Vol,55.41
2021-03-17,NACH Credit-Vol,144.98
2021-03-18,NACH Credit-Vol,106.45
2021-03-19,NACH Credit-Vol,84.67
2021-03-20,NACH Credit-Vol,31.37
2021-03-21,NACH Credit-Vol,
2021-03-22,NACH Credit-Vol,70.17
2021-03-23,NACH Credit-Vol,48.29
2021-03-24,NACH Credit-Vol,117.74
2021-03-25,NACH Credit-Vol,147.07
2021-03-26,NACH Credit-Vol,131.46
2021-03-27,NACH Credit-Vol,
2021-03-28,NACH Credit-Vol,
2021-03-29,NACH Credit-Vol,315.94
2021-03-30,NACH Credit-Vol,86.65
2021-03-31,NACH Credit-Vol,271.42
2021-04-01,NACH Credit-Vol,
2021-04-02,NACH Credit-Vol,
2021-04-03,NACH Credit-Vol,382.3
2021-04-04,NACH Credit-Vol,
2021-04-05,NACH Credit-Vol,116.95
2021-04-06,NACH Credit-Vol,99.72
2021-04-07,NACH Credit-Vol,54.93
2021-04-08,NACH Credit-Vol,70.76
2021-04-09,NACH Credit-Vol,66.22
2021-04-10,NACH Credit-Vol,
2021-04-11,NACH Credit-Vol,
2021-04-12,NACH Credit-Vol,66.58
2021-04-13,NACH Credit-Vol,38.71
2021-04-14,NACH Credit-Vol,
2021-04-15,NACH Credit-Vol,63.64
2021-04-16,NACH Credit-Vol,83.51
2021-04-17,NACH Credit-Vol,66.46
2021-04-18,NACH Credit-Vol,
2021-04-19,NACH Credit-Vol,111.29
2021-04-20,NACH Credit-Vol,99.84
2021-04-21,NACH Credit-Vol,52.06
2021-04-22,NACH Credit-Vol,74.57
2021-04-23,NACH Credit-Vol,68.69
2021-04-24,NACH Credit-Vol,
2021-04-25,NACH Credit-Vol,
2021-04-26,NACH Credit-Vol,82.64
2021-04-27,NACH Credit-Vol,37.11
2021-04-28,NACH Credit-Vol,83.84
2021-04-29,NACH Credit-Vol,158.28
2021-04-30,NACH Credit-Vol,124.19
2021-05-01,NACH Credit-Vol,91.58
2021-05-02,NACH Credit-Vol,
2021-05-03,NACH Credit-Vol,85.24
2021-05-04,NACH Credit-Vol,84.66
2021-05-05,NACH Credit-Vol,54.06
2021-05-06,NACH Credit-Vol,93.36
2021-05-07,NACH Credit-Vol,56.75
2021-05-08,NACH Credit-Vol,
2021-05-09,NACH Credit-Vol,
2021-05-10,NACH Credit-Vol,200.2
2021-05-11,NACH Credit-Vol,137.58
2021-05-12,NACH Credit-Vol,93.24
2021-05-13,NACH Credit-Vol,152.12
2021-05-14,NACH Credit-Vol,1043.11
2021-05-15,NACH Credit-Vol,196.13
2021-05-16,NACH Credit-Vol,
2021-05-17,NACH Credit-Vol,55.11
2021-05-18,NACH Credit-Vol,62.29
2021-05-19,NACH Credit-Vol,96.22
2021-05-20,NACH Credit-Vol,86.65
2021-05-21,NACH Credit-Vol,72.44
2021-05-22,NACH Credit-Vol,
2021-05-23,NACH Credit-Vol,
2021-05-24,NACH Credit-Vol,153.92
2021-05-25,NACH Credit-Vol,60.85
2021-05-26,NACH Credit-Vol,56.66
2021-05-27,NACH Credit-Vol,49.27
2021-05-28,NACH Credit-Vol,87.93
2021-05-29,NACH Credit-Vol,42.9
2021-05-30,NACH Credit-Vol,
2021-05-31,NACH Credit-Vol,97.17
2021-06-01,NACH Credit-Vol,87.42
2021-06-02,NACH Credit-Vol,126.3
2021-06-03,NACH Credit-Vol,117.99
2021-06-04,NACH Credit-Vol,85.9
2021-06-05,NACH Credit-Vol,98.27
2021-06-06,NACH Credit-Vol,
2021-06-07,NACH Credit-Vol,83.79
2021-06-08,NACH Credit-Vol,79.2
2021-06-09,NACH Credit-Vol,149.44
2021-06-10,NACH Credit-Vol,106.74
2021-06-11,NACH Credit-Vol,111.67
2021-06-12,NACH Credit-Vol,
2021-06-13,NACH Credit-Vol,
2021-06-14,NACH Credit-Vol,268.61
2021-06-15,NACH Credit-Vol,48.9
2021-06-16,NACH Credit-Vol,49.87
2021-06-17,NACH Credit-Vol,104.03
2021-06-18,NACH Credit-Vol,97.42
2021-06-19,NACH Credit-Vol,50.73
2021-06-20,NACH Credit-Vol,
2021-06-21,NACH Credit-Vol,83.57
2021-06-22,NACH Credit-Vol,89.44
2021-06-23,NACH Credit-Vol,102.43
2021-06-24,NACH Credit-Vol,176.75
2021-06-25,NACH Credit-Vol,116.29
2021-06-26,NACH Credit-Vol,
2021-06-27,NACH Credit-Vol,
2021-06-28,NACH Credit-Vol,180.78
2021-06-29,NACH Credit-Vol,139.37
2021-06-30,NACH Credit-Vol,91.55
2021-07-01,NACH Credit-Vol,158.27
2021-07-02,NACH Credit-Vol,105.79
2021-07-03,NACH Credit-Vol,74.15
2021-07-04,NACH Credit-Vol,
2021-07-05,NACH Credit-Vol,74.03
2021-07-06,NACH Credit-Vol,97.21
2021-07-07,NACH Credit-Vol,123.58
2021-07-08,NACH Credit-Vol,97.59
2021-07-09,NACH Credit-Vol,97.35
2021-07-10,NACH Credit-Vol,
2021-07-11,NACH Credit-Vol,
2021-07-12,NACH Credit-Vol,177.98
2021-07-13,NACH Credit-Vol,62.77
2021-07-14,NACH Credit-Vol,40.43
2021-07-15,NACH Credit-Vol,56.67
2021-07-16,NACH Credit-Vol,157.2
2021-07-17,NACH Credit-Vol,53.35
2021-07-18,NACH Credit-Vol,
2021-07-19,NACH Credit-Vol,75.09
2021-07-20,NACH Credit-Vol,106.19
2021-07-21,NACH Credit-Vol,
2021-07-22,NACH Credit-Vol,118.56
